Clases	Tipo de dato	Periodo	Total
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M12	1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M11	0,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M10	0,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M09	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M08	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M07	0,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M06	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M05	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M04	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M03	0,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M02	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2016M01	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M12	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M11	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M10	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M09	0,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M08	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M07	0,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M06	0,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M05	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M04	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M03	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M02	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2015M01	0,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M12	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M11	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M10	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M09	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M08	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M07	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M06	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M05	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M04	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M03	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M02	0,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2014M01	0,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M12	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M11	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M10	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M09	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M08	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M07	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M06	0,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M05	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M04	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M03	0,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M02	0,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2013M01	0
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M12	4,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M11	4,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M10	4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M09	2,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M08	1,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M07	1,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M06	1,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M05	1,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M04	1,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M03	0,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M02	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2012M01	0,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M12	1,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M11	1,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M10	1,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M09	1,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M08	1,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M07	1,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M06	1,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M05	1,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M04	1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M03	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M02	0,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2011M01	0,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M12	3,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M11	3,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M10	3,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M09	3,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M08	2,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M07	2,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M06	1,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M05	1,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M04	1,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M03	1,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M02	0,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2010M01	0,5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M12	3,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M11	3,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M10	3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M09	2,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M08	2,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M07	2,9
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M06	2,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M05	2,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M04	2,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M03	2,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M02	1,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2009M01	1,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M12	5,4
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M11	5,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M10	5
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M09	4,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M08	4,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M07	4,2
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M06	3,8
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M05	3,7
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M04	3,6
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M03	3,1
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M02	2,3
0723 Mantenimiento y reparación de vehículos personales	Variación en lo que va de año	2008M01	1,4
